PHASE 75 — SYSTEM INVENTORY
============================

This inventory identifies every meaningful component in the Perfect Foundation
SMS system, calculated from the repository as of 2026-09-23. All entries based
on direct code/configuration inspection. No browser access, no production
testing.

==========================================================================
CATEGORY: DJANGO_APPS
==========================================================================

category,name,location,source_reference,status,notes
DJANGO_APP,accounts,backend/apps/accounts,Installed in INSTALLED_APPS,EXISTS,Authentication, accounts, staff, OIDC
DJANGO_APP,ai,backend/apps/ai,Installed in INSTALLED_APPS,EXISTS,AI assistant functionality
DJANGO_APP,alumni,backend/apps/alumni,Installed in INSTALLED_APPS,EXISTS,Alumni module
DJANGO_APP,attendance,backend/apps/attendance,Installed in INSTALLED_APPS,EXISTS,Attendance tracking
DJANGO_APP,audit,backend/apps/audit,Installed in INSTALLED_APPS,EXISTS,Audit logging
DJANGO_APP,communication,backend/apps/communication,Installed in INSTALLED_APPS,EXISTS,Communication module
DJANGO_APP,core,backend/apps/core,Installed in INSTALLED_APPS,EXISTS,Core functionality
DJANGO_APP,dashboard,backend/apps/dashboard,Installed in INSTALLED_APPS,EXISTS,Dashboard UI
DJANGO_APP,digital_ids,backend/apps/digital_ids,Installed in INSTALLED_APPS,EXISTS,Digital IDs module
DJANGO_APP,discipline,backend/apps/discipline,Installed in INSTALLED_APPS,EXISTS,Discipline module
DJANGO_APP,documents,backend/apps/documents,Installed in INSTALLED_APPS,EXISTS,Document management
DJANGO_APP,events,backend/apps/events,Installed in INSTALLED_APPS,EXISTS,Events module
DJANGO_APP,exams,backend/apps/exams,Installed in INSTALLED_APPS,EXISTS,Exams module
DJANGO_APP,finance,backend/apps/finance,Installed in INSTALLED_APPS,EXISTS,Finance module
DJANGO_APP,health,backend/apps/health,Installed in INSTALLED_APPS,EXISTS,Health records
DJANGO_APP,helpdesk,backend/apps/helpdesk,Installed in INSTALLED_APPS,EXISTS,Helpdesk module
DJANGO_APP,homework,backend/apps/homework,Installed in INSTALLED_APPS,EXISTS,Homework module
DJANGO_APP,hostel,backend/apps/hostel,Installed in INSTALLED_APPS,EXISTS,Hostel module
DJANGO_APP,hr,backend/apps/hr,Installed in INSTALLED_APPS,EXISTS,HR/payroll module
DJANGO_APP,inventory,backend/apps/inventory,Installed in INSTALLED_APPS,EXISTS,Inventory module
DJANGO_APP,library,backend/apps/library,Installed in INSTALLED_APPS,EXISTS,Library module
DJANGO_APP,lms,backend/apps/lms,Installed in INSTALLED_APPS,EXISTS,LMS module
DJANGO_APP,payroll,backend/apps/payroll,Installed in INSTALLED_APPS,EXISTS,Payroll module
DJANGO_APP,portal,backend/apps/portal,Installed in INSTALLED_APPS,EXISTS,Portal module
DJANGO_APP,reportcards,backend/apps/reportcards,Installed in INSTALLED_APPS,EXISTS,Report cards module
DJANGO_APP,reports,backend/apps/reports,Installed in INSTALLED_APPS,EXISTS,Reports module
DJANGO_APP,saas,backend/apps/saas,Installed in INSTALLED_APPS,EXISTS,SaaS module
DJANGO_APP,schools,backend/apps/schools,Installed in INSTALLED_APPS,EXISTS,Schools module
DJANGO_APP,search,backend/apps/search,Installed in INSTALLED_APPS,EXISTS,Search functionality
DJANGO_APP,students,backend/apps/students,Installed in INSTALLED_APPS,EXISTS,Students module
DJANGO_APP,teachers,backend/apps/teachers,Installed in INSTALLED_APPS,EXISTS,Teachers module
DJANGO_APP,tests,backend/apps/tests,Installed in INSTALLED_APPS,EXISTS,Tests module
DJANGO_APP,timetable,backend/apps/timetable,Installed in INSTALLED_APPS,EXISTS,Timetable module
DJANGO_APP,transport,backend/apps/transport,Installed in INSTALLED_APPS,EXISTS,Transport module
DJANGO_APP,visitors,backend/apps/visitors,Installed in INSTALLED_APPS,EXISTS,Visitors module
DJANGO_APP,white_label,backend/apps/white_label,Installed in INSTALLED_APPS,EXISTS,White label module
DJANGO_APP,workflow,backend/apps/workflow,Installed in INSTALLED_APPS,EXISTS,Workflow engine

TOTAL_DJANGO_APPS: 35

==========================================================================
CATEGORY: FRONTEND_PAGES
==========================================================================

category,name,location,source_reference,status,notes
FRONTEND_PAGE,AcademicsPage,frontend/src/pages/Installed in React routing,EXISTS,Academics module
FRONTEND_PAGE,AdmissionsApplyPage,frontend/src/pages/Installed in React routing,EXISTS,Admissions apply module
FRONTEND_PAGE,AdmissionsPage,frontend/src/pages/Installed in React routing,EXISTS,Admissions module
FRONTEND_PAGE,AIAssistantPage,frontend/src/pages/Installed in React routing,EXISTS,AI assistant module
FRONTEND_PAGE,AlumniPage,frontend/src/pages/Installed in React routing,EXISTS,Alumni module
FRONTEND_PAGE,AnnouncementsPage,frontend/src/pages/Installed in React routing,EXISTS,Announcements module
FRONTEND_PAGE,AssignmentsPage,frontend/src/pages/Installed in React routing,EXISTS,Assignments module
FRONTEND_PAGE,AttendancePage,frontend/src/pages/Installed in React routing,EXISTS,Attendance module
FRONTEND_PAGE,AuditLogsPage,frontend/src/pages/Installed in React routing,EXISTS,Audit logs module
FRONTEND_PAGE,BrandingPage,frontend/src/pages/Installed in React routing,EXISTS,Branding configuration
FRONTEND_PAGE,BulkFinancePage,frontend/src/pages/Installed in React routing,EXISTS,Bulk finance module
FRONTEND_PAGE,CampusDashboardPage,frontend/src/pages/Installed in React routing,EXISTS,Campus dashboard
FRONTEND_PAGE,CampusesPage,frontend/src/pages/Installed in React routing,EXISTS,Campuses module
FRONTEND_PAGE,Dashboard,frontend/src/pages/Installed in React routing,EXISTS,Main dashboard
FRONTEND_PAGE,DataImportPage,frontend/src/pages/Installed in React routing,EXISTS,Data import module
FRONTEND_PAGE,demoReports.js,frontend/src/pages/Installed in React routing,EXISTS,Demo reports (script)
FRONTEND_PAGE,DigitalIdsPage,frontend/src/pages/Installed in React routing,EXISTS,Digital IDs module
FRONTEND_PAGE,DisciplinePage,frontend/src/pages/Installed in React routing,EXISTS,Discipline module
FRONTEND_PAGE,DocumentsPage,frontend/src/pages/Installed in React routing,EXISTS,Documents module
FRONTEND_PAGE,EventsPage,frontend/src/pages/Installed in React routing,EXISTS,Events module
FRONTEND_PAGE,ExamFormModal,frontend/src/pages/Installed in React routing,EXISTS,Exam form modal
FRONTEND_PAGE,ExamsPage,frontend/src/pages/Installed in React routing,EXISTS,Exams module
FRONTEND_PAGE,ExecutiveDashboardPage,frontend/src/pages/Installed in React routing,EXISTS,Executive dashboard
FRONTEND_PAGE,ExportPage,frontend/src/pages/Installed in React routing,EXISTS,Export module
FRONTEND_PAGE,FinancePage,frontend/src/pages/Installed in React routing,EXISTS,Finance module
FRONTEND_PAGE,format.js,frontend/src/pages/Installed in React routing,EXISTS,Format utility script
FRONTEND_PAGE,HealthPage,frontend/src/pages/Installed in React routing,EXISTS,Health module
FRONTEND_PAGE,HealthRecordsPage,frontend/src/pages/Installed in React routing,EXISTS,Health records module
FRONTEND_PAGE,HelpdeskPage,frontend/src/pages/Installed in React routing,EXISTS,Helpdesk module
FRONTEND_PAGE,HomeworkPage,frontend/src/pages/Installed in React routing,EXISTS,Homework module
FRONTEND_PAGE,HostelPage,frontend/src/pages/Installed in React routing,EXISTS,Hostel module
FRONTEND_PAGE,HRPage,frontend/src/pages/Installed in React routing,EXISTS,HR module
FRONTEND_PAGE,InventoryPage,frontend/src/pages/Installed in React routing,EXISTS,Inventory module
FRONTEND_PAGE,LibraryPage,frontend/src/pages/Installed in React routing,EXISTS,Library module
FRONTEND_PAGE,LMSPage,frontend/src/pages/Installed in React routing,EXISTS,LMS module
FRONTEND_PAGE,LoginPage,frontend/src/pages/Installed in React routing,EXISTS,Login page
FRONTEND_PAGE,ManageSchedulePanel,frontend/src/pages/Installed in React routing,EXISTS,Schedule management
FRONTEND_PAGE,ManageSeatingPanel,frontend/src/pages/Installed in React routing,EXISTS,Seating management
FRONTEND_PAGE,ManageSubjectsPanel,frontend/src/pages/Installed in React routing,EXISTS,Subjects management
FRONTEND_PAGE,MarksEntryPanel,frontend/src/pages/Installed in React routing,EXISTS,Marks entry module
FRONTEND_PAGE,MessagesPage,frontend/src/pages/Installed in React routing,EXISTS,Messages module
FRONTEND_PAGE,NotFoundPage,frontend/src/pages/Installed in React routing,EXISTS,404 page
FRONTEND_PAGE,NotificationsPanel,frontend/src/pages/Installed in React routing,EXISTS,Notifications module
FRONTEND_PAGE,ParentPortalPage,frontend/src/pages/Installed in React routing,EXISTS,Parent portal module
FRONTEND_PAGE,PayrollPage,frontend/src/pages/Installed in React routing,EXISTS,Payroll module
FRONTEND_PAGE,PendingApprovalsPage,frontend/src/pages/Installed in React routing,EXISTS,Pending approvals
FRONTEND_PAGE,ProfileModal,frontend/src/pages/Installed in React routing,EXISTS,Profile modal
FRONTEND_PAGE,ProfilePage,frontend/src/pages/Installed in React routing,EXISTS,Profile page
FRONTEND_PAGE,ReportBuilderPage,frontend/src/pages/Installed in React routing,EXISTS,Report builder
FRONTEND_PAGE,ReportCardsPage,frontend/src/pages/Installed in React routing,EXISTS,Report cards module
FRONTEND_PAGE,ReportsPage,frontend/src/pages/Installed in React routing,EXISTS,Reports module
FRONTEND_PAGE,SettingsPage,frontend/src/pages/Installed in React routing,EXISTS,Settings module
FRONTEND_PAGE,SingleDetailReports,frontend/src/pages/Installed in React routing,EXISTS,Single detail reports
FRONTEND_PAGE,SMSPage,frontend/src/pages/Installed in React routing,EXISTS,SMS module
FRONTEND_PAGE,StaffOperationsPage,frontend/src/pages/Installed in React routing,EXISTS,Staff operations
FRONTEND_PAGE,StaffPage,frontend/src/pages/Installed in React routing,EXISTS,Staff module
FRONTEND_PAGE,Student360Page,frontend/src/pages/Installed in React routing,EXISTS,Student 360 view
FRONTEND_PAGE,StudentFeesPage,frontend/src/pages/Installed in React routing,EXISTS,Student fees module
FRONTEND_PAGE,StudentLifecyclePanel,frontend/src/pages/Installed in React routing,EXISTS,Student lifecycle module
