Role,Dashboard,Finance,Students,Teachers,Staff,Library,Attendance,Exams,Reports,HR,Transport,Inventory,Hostel,Health,Admissions,Visitors,AI,Settings,Branding,Tenants,Audit_Logs,Campuses,Admissions,Academics,Search,Portal
SUPER_ADMIN,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,ROUTE_DEFECT,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,PASS,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED
ADMIN,PASS,PASS,PASS,PASS,PASS,PASS,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED
TEACHER,PASS,PASS_DASHBOARD_ONLY,PASS,PASS,EXPECTED_FORBIDDEN,PASS,PASS,PASS,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED
STAFF,PASS,PASS_DASHBOARD_ONLY,PASS,EXPECTED_FORBIDDEN,PASS,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED
STUDENT,PASS,PASS_DASHBOARD_ONLY,PASS,EXPECTED_FORBIDDEN,EXPECTED_FORBIDDEN,NOT_CERTIFIED,PASS,PASS,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED,NOT_CERTIFIED
LIBRARIAN,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT,AUTHORIZATION_DEFECT
ACCOUNTANT,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE
HR,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE
RECEPTIONIST,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE
TRANSPORT,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE
INVENTORY,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE,ACCOUNT_UNAVAILABLE
