Role,Account,Module,Endpoint,Method,Expected_Status,Actual_Status,HTTP_Status,Session_Valid,Role_Correct,Auth_Me,Frontend_Nav,Frontend_Page,API_Access,Data_Scope,Classification,Evidence,Notes
SUPER_ADMIN,sa_frostfire.txt,Library,/api/library/books/,GET,200,200,200,YES,super_admin,200,YES,PASS,ROLE_MODULE_ACCESS_PASS,Verified with sa_frostfire.txt
SUPER_ADMIN,sa_frostfire.txt,Library,/api/library/issues/,GET,200,200,200,YES,super_admin,200,YES,PASS,ROLE_MODULE_ACCESS_PASS,Verified with sa_frostfire.txt
SUPER_ADMIN,sa_frostfire.txt,Library,/api/library/issues/<pk>/return/,POST,200,405,405,YES,super_admin,200,NA,NOT_TESTED,NOT_CERTIFIED,Method not allowed for GET test
ADMIN,sa_flora.txt,Library,/api/library/books/,GET,200,200,200,YES,principal,200,YES,PASS,ROLE_MODULE_ACCESS_PASS,Verified with sa_flora.txt
ADMIN,sa_flora.txt,Library,/api/library/issues/,GET,200,200,200,YES,principal,200,YES,PASS,ROLE_MODULE_ACCESS_PASS,Verified with sa_flora.txt
TEACHER,sa_SA-EMP-0001.txt,Library,/api/library/books/,GET,200,200,200,YES,teacher,200,YES,PASS,ROLE_MODULE_ACCESS_PASS,Verified with sa_SA-EMP-0001.txt
TEACHER,sa_SA-EMP-0001.txt,Library,/api/library/issues/,GET,200,200,200,YES,teacher,200,YES,PASS,ROLE_MODULE_ACCESS_PASS,Verified with sa_SA-EMP-0001.txt
STAFF,sa_DI-staff.txt,Library,/api/library/books/,GET,403,403,403,YES,staff,200,NO,EXPECTED_FORBIDDEN,ROLE_AUTHORIZATION_CORRECT,Staff correctly denied (no IsLibrarianRole)
STAFF,sa_DI-staff.txt,Library,/api/library/issues/,GET,403,403,403,YES,staff,200,NO,EXPECTED_FORBIDDEN,ROLE_AUTHORIZATION_CORRECT,Staff correctly denied
STUDENT,sa_SA-ST-0001.txt,Library,/api/library/books/,GET,403,403,403,YES,student,200,NO,EXPECTED_FORBIDDEN,ROLE_AUTHORIZATION_CORRECT,Student correctly denied
STUDENT,sa_SA-ST-0001.txt,Library,/api/library/issues/,GET,403,403,403,YES,student,200,NO,EXPECTED_FORBIDDEN,ROLE_AUTHORIZATION_CORRECT,Student correctly denied
LIBRARIAN,SA-EMP-00011,Library,/api/library/books/,GET,200,403,403,NO,staff,403,NO,FAIL,AUTHORIZATION_DEFECT,Wrong role (staff) + no session + must_change_password
LIBRARIAN,SA-EMP-00011,Library,/api/library/issues/,GET,200,403,403,NO,staff,403,NO,FAIL,AUTHORIZATION_DEFECT,Wrong role (staff) + no session + must_change_password
LIBRARIAN,SA-EMP-00011,Auth,/api/auth/me/,GET,200,403,403,NO,staff,403,NO,FAIL,SESSION_DEFECT,No session cookie created (must_change_password)
LIBRARIAN,SA-EMP-00011,Auth,/api/auth/login/,POST,200,200,200,NO,staff,200,NO,PARTIAL,LOGIN_OK_NO_SESSION,Login returns 200 but no sessionid cookie
ACCOUNTANT,DEG-EMP-00031,Finance,/api/finance/reports/trial-balance/,GET,200,403,403,NO,accountant,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
ACCOUNTANT,DEG-EMP-00031,Finance,/api/dashboard/finance/,GET,200,403,403,NO,accountant,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
HR,NOT_PROVISIONED,HR,/api/hr/,GET,200,NOT_TESTED,NOT_TESTED,NO,hr,N/A,NO,NOT_CERTIFIED,ACCOUNT_UNAVAILABLE,No test account provisioned
RECEPTIONIST,NOT_PROVISIONED,Admissions,/api/admissions/,GET,200,NOT_TESTED,NOT_TESTED,NO,receptionist,N/A,NO,NOT_CERTIFIED,ACCOUNT_UNAVAILABLE,No test account provisioned
TRANSPORT,NOT_PROVISIONED,Transport,/api/transport/,GET,200,NOT_TESTED,NOT_TESTED,NO,transport,N/A,NO,NOT_CERTIFIED,ACCOUNT_UNAVAILABLE,No test account provisioned
INVENTORY,NOT_PROVISIONED,Inventory,/api/inventory/,GET,200,NOT_TESTED,NOT_TESTED,NO,inventory,N/A,NO,NOT_CERTIFIED,ACCOUNT_UNAVAILABLE,No test account provisioned
HOSTEL,NOT_PROVISIONED,Hostel,/api/hostel/,GET,200,NOT_TESTED,NOT_TESTED,NO,hostel,N/A,NO,NOT_CERTIFIED,ACCOUNT_UNAVAILABLE,No test account provisioned
GUARD,SA-EMP-00031,Security,/api/visitors/,GET,200,403,403,NO,guard,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
ADMIN_OFFICER,SA-EMP-00041,Staff,/api/staff/,GET,200,403,403,NO,staff,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
NURSE,SA-EMP-0002,Health,/api/health/,GET,200,400,400,NO,nurse,400,NO,NOT_CERTIFIED,AUTH_ERROR,Requires school_code to login
TEACHER2,SA-EMP-0003,Teachers,/api/teachers/me/,GET,200,403,403,NO,teacher,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
TEACHER3,SA-EMP-0004,Teachers,/api/teachers/me/,GET,200,403,403,NO,teacher,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
STUDENT2,SA-ST-0002,Students,/api/students/me/,GET,200,403,403,NO,student,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
STUDENT3,SA-ST-0003,Students,/api/students/me/,GET,200,403,403,NO,student,403,NO,NOT_CERTIFIED,SESSION_DEFECT,No session (must_change_password)
