Endpoint,Method,Expected AuthZ,Actual Status,Librarian Access,Accountant Access,Guard Access,Admin Officer Access,Nurse Access,HR Access,Receptionist Access,Classification,Notes
/api/library/,GET,IsLibrarianRole,404,404,404,404,404,404,404,ROUTE_DEFECT,D-006: Not deployed to Vercel
/api/library/books/,GET,IsLibrarianRole,200,200,200,403,200,403,403,PASS,Core library API working
/api/library/books/<pk>/,GET,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/books/<pk>/copies/,GET,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/issues/,GET,IsLibrarianRole,200,200,200,403,200,403,403,PASS,Core library API working
/api/library/issues/<pk>/,GET,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/issues/<pk>/return/,POST,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/reservations/,GET,IsLibrarianRole,200,200,200,403,200,403,403,PASS,Core library API working
/api/library/reservations/<pk>/,GET,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/reservations/<pk>/fulfill/,POST,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/reservations/<pk>/cancel/,POST,IsLibrarianRole,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
/api/library/reports/,GET,IsLibrarianRole,404,404,404,404,404,404,404,ROUTE_DEFECT,D-006: Not deployed
/api/library/members/,GET,IsLibrarianRole,404,404,404,404,404,404,404,NOT_IMPLEMENTED,D-006: Not deployed
/api/library/settings/,GET,IsLibrarianRole,404,404,404,404,404,404,404,NOT_IMPLEMENTED,D-006: Not deployed
/api/reports/,GET,IsAccountantRole,404,404,404,404,404,404,404,ROUTE_DEFECT,D-007: Not deployed
/api/reports/library/,GET,IsAccountantRole+IsLibrarianRole,200/403,403,200,403,403,403,403,PARTIAL,Accountant OK, Librarian blocked (permission not updated in deployed version)
/api/reports/library/inventory/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error for all roles
/api/reports/library/available/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/issued/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/returned/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/overdue/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/fines/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/activity/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/most-borrowed/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/student-history/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/reports/library/teacher-history/,GET,IsAccountantRole+IsLibrarianRole,500,500,500,500,500,500,500,SERVER_ERROR,500 error
/api/visitors/,GET,IsStaffRole,404,404,404,404,404,404,404,NOT_IMPLEMENTED,Not deployed
/api/staff/,GET,IsAdminRole,200/403,403,403,200,403,403,403,PARTIAL,Admin Officer (staff role) can access
/api/hr/,GET,IsAccountantRole,404,404,404,404,404,404,404,NOT_IMPLEMENTED,Not deployed
/api/payroll/,GET,IsAccountantRole,404,404,404,404,404,404,404,NOT_IMPLEMENTED,Not deployed
/api/health-records/,GET,IsNurseRole,404,404,404,404,404,404,404,NOT_IMPLEMENTED,Not deployed
/api/auth/me/,GET,Authenticated,200,200,200,200,200,200,200,PASS,All roles can access
/api/auth/login/,POST,None,200,200,200,200,200,200,200,PASS,All roles can login
