Feature,Role,Module,Endpoint,Method,Login_Status,Expected_Status,Actual_Status,HTTP_Status,Frontend_Nav,Frontend_Page,Backend_API,Authorization,Institution_Scope,Campus_Scope,Certification_Status,Evidence,Notes
A1,SUPER_ADMIN,Dashboard,/api/dashboard/overview/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Verified fresh login
A2,SUPER_ADMIN,Finance,/api/dashboard/finance/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Full finance access
A3,SUPER_ADMIN,Students,/api/students/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Global student access
A4,SUPER_ADMIN,Teachers,/api/teachers/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Global teacher access
A5,SUPER_ADMIN,Staff,/api/staff/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Global staff access
A6,SUPER_ADMIN,Library,/api/library/books/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Full library access
A7,SUPER_ADMIN,Library,/api/library/issues/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Full library issues
A8,SUPER_ADMIN,Finance_Reports,/api/finance/reports/trial-balance/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,Full finance reports
A9,SUPER_ADMIN,Finance_Reports,/api/finance/reports/income-expense/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,
A10,SUPER_ADMIN,Finance_Reports,/api/finance/reports/receivables/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,
A11,SUPER_ADMIN,Attendance,/api/attendance/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,
A12,SUPER_ADMIN,Exams,/api/exams/,GET,PASS,200,PASS,200,YES,PASS,200,Global,Global,CERTIFIED,
A13,SUPER_ADMIN,Reports,/api/reports/,GET,FAIL,404,FAIL,404,ROUTE_DEFECT,/api/reports/ returns 404
ADMIN1,ADMIN,Dashboard,/api/dashboard/overview/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN2,ADMIN,Finance_Dashboard,/api/dashboard/finance/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN3,ADMIN,Finance_Reports,/api/finance/reports/trial-balance/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN4,ADMIN,Finance_Reports,/api/finance/reports/income-expense/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN5,ADMIN,Finance_Reports,/api/finance/reports/receivables/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN6,ADMIN,Students,/api/students/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN5,ADMIN,Teachers,/api/teachers/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN6,ADMIN,Staff,/api/staff/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN7,ADMIN,Library,/api/library/books/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
ADMIN6,ADMIN,Library,/api/library/issues/,GET,PASS,200,PASS,200,YES,PASS,200,Institution,Institution,CERTIFIED,
TEACHER1,TEACHER,Dashboard,/api/dashboard/overview/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER2,TEACHER,Finance_Dashboard,/api/dashboard/finance/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER3,TEACHER,Finance_Reports,/api/finance/reports/trial-balance/,GET,EXPECTED_FORBIDDEN,403,EXPECTED_FORBIDDEN,403,EXPECTED_FORBIDDEN,CERTIFIED,
TEACHER4,TEACHER,Students,/api/students/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER5,TEACHER,Attendance,/api/attendance/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER6,TEACHER,Exams,/api/exams/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER7,TEACHER,Library,/api/library/books/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER8,TEACHER,Library,/api/library/issues/,GET,PASS,200,PASS,200,YES,PASS,200,Classroom,Institution,CERTIFIED,
TEACHER9,TEACHER,Exams,/api/exams/,GET,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_CERTIFIED,Not tested in Phase 59
TEACHER10,TEACHER,Reports,/api/reports/,GET,FAIL,404,FAIL,404,ROUTE_DEFECT,
STAFF1,STAFF,Dashboard,/api/dashboard/overview/,GET,PASS,200,PASS,200,YES,PASS,200,Campus_7,Campus_7,CERTIFIED,
STAFF2,STAFF,Finance_Dashboard,/api/dashboard/finance/,GET,PASS,200,PASS,200,YES,PASS,200,Campus_7,Campus_7,CERTIFIED,
STAFF2,STAFF,Finance_Reports,/api/finance/reports/trial-balance/,GET,EXPECTED_FORBIDDEN,403,EXPECTED_FORBIDDEN,403,EXPECTED_FORBIDDEN,CERTIFIED,
STAFF3,STAFF,Students,/api/students/,GET,PASS,200,PASS,200,YES,PASS,200,Campus_7,Campus_7,CERTIFIED,
STAFF4,STAFF,Library,/api/library/books/,GET,PASS,200,PASS,200,YES,PASS,200,Campus_7,Campus_7,CERTIFIED,
STAFF3,STAFF,Library,/api/library/issues/,GET,PASS,200,PASS,200,YES,PASS,200,Campus_7,Campus_7,CERTIFIED,
STAFF4,STAFF,Attendance,/api/attendance/,GET,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_CERTIFIED,
STAFF4,STAFF,Exams,/api/exams/,GET,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_CERTIFIED,
STUDENT1,STUDENT,Dashboard,/api/dashboard/overview/,GET,PASS,200,PASS,200,YES,PASS,200,Self,Institution,CERTIFIED,
STUDENT2,STUDENT,Finance_Dashboard,/api/dashboard/finance/,GET,PASS,200,PASS,200,YES,PASS,200,Self,Institution,CERTIFIED,
STUDENT2,STUDENT,Students,/api/students/me/,GET,PASS,200,PASS,200,YES,PASS,200,Self,Institution,CERTIFIED,
STUDENT3,STUDENT,Attendance,/api/attendance/,GET,PASS,200,PASS,200,YES,PASS,200,Self,Institution,CERTIFIED,
STUDENT3,STUDENT,Exams,/api/exams/,GET,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_CERTIFIED,
STUDENT3,STUDENT,Reports,/api/reports/,GET,FAIL,404,FAIL,404,ROUTE_DEFECT,
LIBRARIAN,NOT_TESTED,Library,/api/library/books/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — CREDENTIALS UNAVAILABLE,Provisioning fixed (role=librarian, must_change_password=False)
